year_rank,song,artist,is_collaboration,collaborator_1,collaborator_2,collaborator_3,collaborator_4,collaborator_5,source
2023_100,Stage of Love,Mary Jane Dunphe,0,,,,,,Pitchfork
2023_99,La Alhambra,Marina Herlop,0,,,,,,Pitchfork
2023_98,LADY GAGA,Peso Pluma,1,Gabito Ballesteros,Junior H,,,,Pitchfork
2023_97,Delete It,MSPAINT,0,,,,,,Pitchfork
2023_96,Yeezy Boots,RXK Nephew,0,,,,,,Pitchfork
2023_95,Go Dig My Grave,Lankum,0,,,,,,Pitchfork
2023_94,WHERE SHE GOES,Bad Bunny,0,,,,,,Pitchfork
2023_93,New York Transit Queen,Corinne Bailey Rae,0,,,,,,Pitchfork
2023_92,Nothing Left to Lose,Everything But the Girl,0,,,,,,Pitchfork
2023_91,Desolation’s Flower,Ragana,0,,,,,,Pitchfork
2023_90,"Darkness, Darkness",Kieran Hebden,1,William Tyler,,,,,Pitchfork
2023_89,Pa Que Baile,Kiko el Crazy,0,,,,,,Pitchfork
2023_88,Amapiano,Asake,0,,,,,,Pitchfork
2023_87,Face Down,City Girls,0,,,,,,Pitchfork
2023_86,VAMPIROS,Rosalía,1,Rauw Alejandro,,,,,Pitchfork
2023_85,Rumble,Skrillex,1,Fred again..,Flowdan,,,,Pitchfork
2023_84,Fruit Loop,Flo Milli,0,,,,,,Pitchfork
2023_83,Ebony Eye,Yves Tumor,0,,,,,,Pitchfork
2023_82,Johnny Dang,That Mexican OT,1,,Paul Wall,DRODi,,,Pitchfork
2023_81,Float,Janelle Monáe,0,,,,,,Pitchfork
2023_80,Good Lies,Overmono,0,,,,,,Pitchfork
2023_79,uHhH HuH.Mp3,TisaKorean,0,,,,,,Pitchfork
2023_78,To be honest,Christine and the Queens,0,,,,,,Pitchfork
2023_77,kisses,Slowdive,0,,,,,,Pitchfork
2023_76,Thank Allah,Niontay,0,,,,,,Pitchfork
2023_75,Maria,Greg Mendez,0,,,,,,Pitchfork
2023_74,None of Us Have But a Little While,Lonnie Holley,0,,,,,,Pitchfork
2023_73,Census Designated,Jane Remover,0,,,,,,Pitchfork
2023_72,2HUMPY Anthem,2HUMPY,1,2RARE,,,,,Pitchfork
2023_71,MÁQUINA CULONA,Ralphie Choo,0,,,,,,Pitchfork
2023_70,Name of God,Mustafa,0,,,,,,Pitchfork
2023_69,Sprinter,Central Cee,1,Dave,,,,,Pitchfork
2023_68,Skeleton Is Walking,Blake Mills,0,,,,,,Pitchfork
2023_67,Push Power ( a 1 ),Actress,0,,,,,,Pitchfork
2023_66,Tiny Garden,Jamila Woods,0,,,,,,Pitchfork
2023_65,Shmackin Town,AyooLii,0,,,,,,Pitchfork
2023_64,Moonlight,Kali Uchis,0,,,,,,Pitchfork
2023_63,Blind,SZA,0,,,,,,Pitchfork
2023_62,Hunter,Jess Williamson,0,,,,,,Pitchfork
2023_61,Fentanyl Tester,Danny Brown,1,JPEGMAFIA,,,,,Pitchfork
2023_60,Pretty in Possible,Caroline Polachek,0,,,,,,Pitchfork
2023_59,Love Who We Are Meant To,Feist,0,,,,,,Pitchfork
2023_58,Late Night Love,Octo Octa,0,,,,,,Pitchfork
2023_57,eclipse de amor,NOIA,0,,,,,,Pitchfork
2023_56,Speed Drive,Charli XCX,0,,,,,,Pitchfork
2023_55,Gorilla,Little Simz,0,,,,,,Pitchfork
2023_54,Red Wine Supernova,Chappell Roan,0,,,,,,Pitchfork
2023_53,Bending Hectic,The Smile,0,,,,,,Pitchfork
2023_52,vampire,Olivia Rodrigo,0,,,,,,Pitchfork
2023_51,Blackbox Life Recorder 21f,Aphex Twin,0,,,,,,Pitchfork
2023_50,Psychedelic Switch,Carly Rae Jepsen,0,,,,,,Pitchfork
2023_49,Spirit 2.0,Sampha,0,,,,,,Pitchfork
2023_48,Installation,Pangaea,0,,,,,,Pitchfork
2023_47,The Gods Must Be Crazy,Armand Hammer,0,,,,,,Pitchfork
2023_46,Needs,Tinashe,0,,,,,,Pitchfork
2023_45,Younger & Dumber,Indigo De Souza,0,,,,,,Pitchfork
2023_44,Blissda,DJ Koze,0,,,,,,Pitchfork
2023_43,Mayors a Cop,MIKE,1,Wiki,The Alchemist,,,,Pitchfork
2023_42,Snowman,Blonde Redhead,0,,,,,,Pitchfork
2023_41,Padam Padam,Kylie Minogue,0,,,,,,Pitchfork
2023_40,Pinking Shears,"Mandy, Indiana",0,,,,,,Pitchfork
2023_39,dickhead blues,Kara Jackson,0,,,,,,Pitchfork
2023_38,Set the Roof,Hudson Mohawke,1,Nikki Nair,,,,,Pitchfork
2023_37,I’ve Got Me,Joanna Sternberg,0,,,,,,Pitchfork
2023_36,WICKED GYAL,BAMBII,0,,,,,,Pitchfork
2023_35,Moonless,Julie Byrne,0,,,,,,Pitchfork
2023_34,x w x,yeule,0,,,,,,Pitchfork
2023_33,For Granted,Yaeji,0,,,,,,Pitchfork
2023_32,Not Strong Enough,boygenius,0,,,,,,Pitchfork
2023_31,old place,Jim Legxacy,0,,,,,,Pitchfork
2023_30,On My Mama,Victoria Monét,0,,,,,,Pitchfork
2023_29,Three Drums,Four Tet,0,,,,,,Pitchfork
2023_28,My Love Mine All Mine,Mitski,0,,,,,,Pitchfork
2023_27,Hollywood Baby,100 gecs,0,,,,,,Pitchfork
2023_26,Barley,Water From Your Eyes,0,,,,,,Pitchfork
2023_25,"If I Don’t See You in the Future, I’ll See You in the Pasture",Cole Pulice,0,,,,,,Pitchfork
2023_24,Dreamliner,Avalon Emerson,0,,,,,,Pitchfork
2023_23,SkeeYee,Sexyy Red,0,,,,,,Pitchfork
2023_22,Knockin,MJ Lenderman,0,,,,,,Pitchfork
2023_21,I Got Heaven,Mannequin Pussy,0,,,,,,Pitchfork
2023_20,Contact,Kelela,0,,,,,,Pitchfork
2023_19,I Believe,Caroline Polachek,0,,,,,,Pitchfork
2023_18,Pet Rock,L’Rain,0,,,,,,Pitchfork
2023_17,Year Zero,billy woods,1,Kenny Segal,,,,,Pitchfork
2023_16,Co-Star,Amaarae,0,,,,,,Pitchfork
2023_15,Vampire Empire,Big Thief,0,,,,,,Pitchfork
2023_14,The Hillbillies,Baby Keem,1,Kendrick Lamar,,,,,Pitchfork
2023_13,Shiver,Fever Ray,0,,,,,,Pitchfork
2023_12,It Must Change,ANOHNI and the Johnsons,0,,,,,,Pitchfork
2023_11,Daddy,Nourished by Time,0,,,,,,Pitchfork
2023_10,Making the Band (Danity Kane),Earl Sweatshirt,0,,,,,,Pitchfork
2023_9,Rush,Troye Sivan,0,,,,,,Pitchfork
2023_8,Chosen to Deserve,Wednesday,0,,,,,,Pitchfork
2023_7,Super Shy,NewJeans,0,,,,,,Pitchfork
2023_6,Kill Bill,SZA,0,,,,,,Pitchfork
2023_5,get him back!,Olivia Rodrigo,0,,,,,,Pitchfork
2023_4,Namesake,Noname,0,,,,,,Pitchfork
2023_3,Will Anybody Ever Love Me?,Sufjan Stevens,0,,,,,,Pitchfork
2023_2,Boy’s a liar Pt. 2,PinkPantheress,1,Ice Spice,,,,,Pitchfork
2023_1,A&W,Lana Del Rey,0,,,,,,Pitchfork
